text_final,airline_sentiment,airline,tweet_created,negativereason
husband ordered three drink via screen never came awesome !,negative,Virgin America,2015-02-20 11:13:34 -0800,Flight Attendant Complaints
sooo guy going leave seatbelt light flight ? barely call turbulence,negative,Virgin America,2015-02-20 11:13:28 -0800,Bad Flight
policy flying surgery ?,neutral,Virgin America,2015-02-20 10:59:50 -0800,
post second consecutive fullyear net profit,neutral,Virgin America,2015-02-20 10:52:03 -0800,
funny story website broken missing javascript stylesheets checkin process dislike !,negative,Virgin America,2015-02-20 10:32:51 -0800,Flight Booking Problems
would love virgin like,positive,Virgin America,2015-02-20 10:32:12 -0800,
result handily exceed forecast,neutral,Virgin America,2015-02-20 10:22:07 -0800,
applied position wondering guy received application,neutral,Virgin America,2015-02-20 10:20:27 -0800,
achieves second year profitability despite revenue pressure,neutral,Virgin America,2015-02-20 10:05:06 -0800,
give positive outlook see increased competition,neutral,Virgin America,2015-02-20 09:52:06 -0800,
trying check ct flight tmm desktop website not working sort caching bug,negative,Virgin America,2015-02-20 09:50:46 -0800,Customer Service Issue
weather delay gt next week jfk bos dca,neutral,Virgin America,2015-02-20 09:44:52 -0800,
check website go airport !,neutral,Virgin America,2015-02-20 09:42:45 -0800,
guy know checkin link email broken ?,negative,Virgin America,2015-02-20 09:28:56 -0800,Customer Service Issue
pilot say expect choppy landing nyc due gusty wind wa temperature degree amp wthe windchill,neutral,Virgin America,2015-02-20 09:25:10 -0800,
loved cannot wait monday return flight mostly watch inflight safety video sorrynotsorry,positive,Virgin America,2015-02-20 08:53:23 -0800,
lost luggage day ago flight vx lax iad amp calling every day no responseplease give back stuff,negative,Virgin America,2015-02-20 08:38:54 -0800,Lost Luggage
flight booking problem section website seems broken chrome might want look,negative,Virgin America,2015-02-20 08:36:16 -0800,Flight Booking Problems
hi ! wanted see new route planned year newark love flying guy hope !,positive,Virgin America,2015-02-20 08:13:40 -0800,
mean probably inappropriate board !,positive,Virgin America,2015-02-20 08:06:55 -0800,
happy spend day together let u !,positive,Virgin America,2015-02-20 08:00:33 -0800,
saving sanity right,neutral,Virgin America,2015-02-20 07:54:14 -0800,
missed flight standby work ?,neutral,Virgin America,2015-02-20 07:33:05 -0800,
understanding helped thanks ! comp,positive,Virgin America,2015-02-20 07:31:43 -0800,
brought way across country today see,neutral,Virgin America,2015-02-20 07:21:19 -0800,
thank ! absolutely,positive,Virgin America,2015-02-20 07:15:25 -0800,
look like broken link asset,negative,Virgin America,2015-02-20 07:11:57 -0800,Can't Tell
ready ! ? let u say together nooo turbulence today !,neutral,Virgin America,2015-02-20 06:38:47 -0800,
manage itinerary section website seems broken,negative,Virgin America,2015-02-20 06:15:16 -0800,Flight Booking Problems
cannot check site look like every time load,negative,Virgin America,2015-02-20 05:50:31 -0800,Customer Service Issue
help need urgent treatment iny old battling cancer could help flight freyasfund,neutral,Virgin America,2015-02-20 03:32:59 -0800,
may start service hawaii sanfrancisco year biztravel,neutral,Virgin America,2015-02-20 00:30:42 -0800,
carrier less half price round trip fare stunned,negative,Virgin America,2015-02-19 22:47:14 -0800,Customer Service Issue
wtf happening pdx late flight march one way sfo ?,negative,Virgin America,2015-02-19 22:44:02 -0800,Flight Booking Problems
add dtw sold !,neutral,Virgin America,2015-02-19 21:39:26 -0800,
free drink flight back free promo ?,positive,Virgin America,2015-02-19 21:27:20 -0800,
momma made !,neutral,Virgin America,2015-02-19 20:45:02 -0800,
please contact portfolio left flight vx jfk sfo tonite seat need returned call,neutral,Virgin America,2015-02-19 20:39:00 -0800,
help flight jkf tonight seat c left portfolio need back ! !,neutral,Virgin America,2015-02-19 20:33:04 -0800,
seattle bound wifey got duffle vday keeper ! ! ! holla ! ! !,neutral,Virgin America,2015-02-19 20:22:06 -0800,
luggage gone filed paperwork promised callemail still no resolution response central luggage,negative,Virgin America,2015-02-19 19:10:57 -0800,Lost Luggage
debbie baldwin gave rockstar performance safety demo evening vx lassfo bestcrew sherocks,neutral,Virgin America,2015-02-19 19:06:21 -0800,
thanks taking care flight ! ! rockstars travel,positive,Virgin America,2015-02-19 18:54:57 -0800,
thanks lovely soft view ! travel san sfo,positive,Virgin America,2015-02-19 18:48:00 -0800,
requested mileage challenge status several week ago online not heard back get help ?,negative,Virgin America,2015-02-19 18:18:54 -0800,Flight Booking Problems
trying book ticket nyc facing super fun broken styling not worry keep trying,negative,Virgin America,2015-02-19 17:37:29 -0800,Flight Booking Problems
many thanks follow ourprincess freyasfund usa bandie looking help,neutral,Virgin America,2015-02-19 17:16:21 -0800,
nice lofty view silverstatus,neutral,Virgin America,2015-02-19 17:05:53 -0800,
applied status match feb got confirmation email day still no news though guy dropped ball late flightly,negative,Virgin America,2015-02-19 17:04:14 -0800,Customer Service Issue
new go airline,neutral,Virgin America,2015-02-19 16:46:25 -0800,
help ourprincess need help usa,neutral,Virgin America,2015-02-19 16:44:08 -0800,
adore looking forward flight austin two week,positive,Virgin America,2015-02-19 15:31:58 -0800,
glad mentioned took first virgin flight year back transformative experience,positive,Virgin America,2015-02-19 14:51:54 -0800,
flight booking problem flight uphold status match tax ticket count earned status point ? statusmatch,neutral,Virgin America,2015-02-19 14:43:07 -0800,
trying checkinbut look like site ?,negative,Virgin America,2015-02-19 14:25:30 -0800,Customer Service Issue
spending birthday night daldca get home !,negative,Virgin America,2015-02-19 14:06:59 -0800,Late Flight
sent couple message email provided no avail try next year cheer,negative,Virgin America,2015-02-19 13:45:37 -0800,Customer Service Issue
first time flying virgin went sanfrancisco thanks smooth ride easily new fav airline !,positive,Virgin America,2015-02-19 13:39:45 -0800,
seriously though not direct flight sfofll may ? ? ?,negative,Virgin America,2015-02-19 13:27:10 -0800,Can't Tell
fine already done purchase try go way go back,negative,Virgin America,2015-02-19 13:18:18 -0800,Flight Booking Problems
not really experience hoping w forced check small carry w nothing empty cabin space board,negative,Virgin America,2015-02-19 13:14:23 -0800,Bad Flight
wjere luggage slow lax,negative,Virgin America,2015-02-19 13:08:44 -0800,longlines
jump dallas austin market,neutral,Virgin America,2015-02-19 13:08:16 -0800,
spoke representative offered no solution loyal customer fly well,negative,Virgin America,2015-02-19 12:45:39 -0800,Customer Service Issue
deeply disappointed birthday promo not applied trip booked mere day received email,negative,Virgin America,2015-02-19 12:44:32 -0800,Flight Booking Problems
happened direct flight sfofll ? looking may see connecting help dontdothistome,negative,Virgin America,2015-02-19 11:46:18 -0800,Flight Booking Problems
help ? left blazer kooples jacket bag rd row second seat right gate lax flight sfo,neutral,Virgin America,2015-02-19 11:42:17 -0800,
partner checkout mobile payment method help boost mobile conversion rate etailwest payment visa,neutral,Virgin America,2015-02-19 11:29:52 -0800,
promoting product problem recommend noneother best !,positive,Virgin America,2015-02-19 11:24:12 -0800,
love guy pls get direct route la au !,positive,Virgin America,2015-02-19 11:20:05 -0800,
would like help flight please,neutral,Virgin America,2015-02-19 10:53:44 -0800,
bruh turn vxsafetydance,neutral,Virgin America,2015-02-19 10:53:21 -0800,
course ! work obsessed entire virgin family ! !,positive,Virgin America,2015-02-19 10:47:21 -0800,
ok ! first time flying tonight,positive,Virgin America,2015-02-19 10:33:33 -0800,
digging swanky pink mood lighting flight nyc sfo need cabaret singer think !,neutral,Virgin America,2015-02-19 10:25:48 -0800,
done need receipt soon possible could please help ?,neutral,Virgin America,2015-02-19 10:10:32 -0800,
embossed badge patch superior one currently using,negative,Virgin America,2015-02-19 09:59:30 -0800,Can't Tell
vx jfk la dirty plane not standard,negative,Virgin America,2015-02-19 09:35:28 -0800,Bad Flight
flight vx headed la jfk dirtiest va plane ever sad great airline,negative,Virgin America,2015-02-19 09:32:53 -0800,Bad Flight
got squared away someone picked soon tweeted tweeted sooner,positive,Virgin America,2015-02-19 09:22:02 -0800,
avis rental continue button not work website book car tried time phone suck !,negative,Virgin America,2015-02-19 09:14:05 -0800,Customer Service Issue
delayed ! !,negative,Virgin America,2015-02-19 09:08:38 -0800,Late Flight
currently minute hold cust service need anything add lap child reservation ?,negative,Virgin America,2015-02-19 09:05:26 -0800,Customer Service Issue
course fun celebrating ! thanks ! happy chinese new year !,positive,Virgin America,2015-02-19 08:48:57 -0800,
flight booking problem last second flight next week sfo san chance want gift promo code since love guy,positive,Virgin America,2015-02-19 08:46:06 -0800,
comenity bank joke ! please change nothing constant problem bank,negative,Virgin America,2015-02-19 08:29:12 -0800,Can't Tell
dm ? also add ?,neutral,Virgin America,2015-02-19 08:01:38 -0800,
grandma ellas th would lt birthday greeting flight crew ! stewardess eastern airline,positive,Virgin America,2015-02-19 07:50:15 -0800,
bought tix atx dallas route thanks adding ! love yr airline amp yr website best transactional site ever,positive,Virgin America,2015-02-19 07:38:36 -0800,
anytime sugafly,neutral,Virgin America,2015-02-19 07:29:12 -0800,
gave credit late flight flight yesterday great service ! ! ! wow moment ! unexpected gesture !,positive,Virgin America,2015-02-19 07:19:30 -0800,
need receipt flight change send one ?,neutral,Virgin America,2015-02-19 07:13:44 -0800,
submitted status match request back still havent heard ! im flying monday look accelerate ?,negative,Virgin America,2015-02-19 06:53:05 -0800,Customer Service Issue
safety video loved first cross country flight livewelltraveled sytycd,positive,Virgin America,2015-02-19 05:45:37 -0800,
not look fat ! look yummy !,positive,Virgin America,2015-02-19 04:52:54 -0800,
ceo say amp jetblue strayed low cost model,neutral,Virgin America,2015-02-19 04:46:09 -0800,
brilliant brisk boston cue vx,neutral,Virgin America,2015-02-19 04:10:40 -0800,
atlantic plough lone furrow middleeast,neutral,Virgin America,2015-02-19 03:00:16 -0800,
omg omg nonstop dallas austin virgin,positive,Virgin America,2015-02-18 22:58:33 -0800,
plane really pretty thought know,positive,Virgin America,2015-02-18 21:24:43 -0800,
flying hawaii,neutral,Virgin America,2015-02-18 20:27:20 -0800,
pulling hair trying book flight site not work iphone ipaddo not computer help,negative,Virgin America,2015-02-18 20:03:13 -0800,Flight Booking Problems
thank,positive,Virgin America,2015-02-18 19:07:06 -0800,
get help support ticket ? day incident thank !,negative,Virgin America,2015-02-18 18:47:14 -0800,Customer Service Issue
good home texas moodlighting,positive,Virgin America,2015-02-18 18:41:58 -0800,
cannot even open laptop seat c paid premium ? ! ! let !,negative,Virgin America,2015-02-18 17:22:12 -0800,Bad Flight
seat c cannot even open laptop paid extra seat ! !,negative,Virgin America,2015-02-18 17:11:34 -0800,Bad Flight
guy starting flight end month ! guess im still road tripping feb,neutral,Virgin America,2015-02-18 16:42:43 -0800,
thanks needing way make austin trip dca come !,positive,Virgin America,2015-02-18 16:26:34 -0800,
announced new route austin wfares way,neutral,Virgin America,2015-02-18 16:19:28 -0800,
really ? sprint ? thought guy kewl !,neutral,Virgin America,2015-02-18 16:05:47 -0800,
cool ! never plane ! !,positive,Virgin America,2015-02-18 15:48:09 -0800,
dollar laxlas fare ! ! !,neutral,Virgin America,2015-02-18 15:39:30 -0800,
great well deserved,positive,Virgin America,2015-02-18 15:25:15 -0800,
fyi infocom email address say contact password reset email not exist email bounce,negative,Virgin America,2015-02-18 14:26:30 -0800,Customer Service Issue
status match week gone no newsflt next week hope flt count towards requirement cust svc no help ! ! !,negative,Virgin America,2015-02-18 13:50:03 -0800,Customer Service Issue
website suck donkey dick thought know best,negative,Virgin America,2015-02-18 13:18:41 -0800,Customer Service Issue
still develop app favorite airline,neutral,Virgin America,2015-02-18 12:48:46 -0800,
crap channel pay watch uk tv,negative,Virgin America,2015-02-18 12:42:49 -0800,Can't Tell
got set thanks !,positive,Virgin America,2015-02-18 12:32:54 -0800,
no channel year ?,neutral,Virgin America,2015-02-18 12:25:38 -0800,
thing see passbook virgin mobile mexico integrate ?,neutral,Virgin America,2015-02-18 12:18:28 -0800,
